name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-11,26,3,11.4,26,0.5,10.9,4.3,64.9,0,0,0,rain,0,0,18.4,17.5,322.4,1025.9,65.1,14.7,95,6.7,4,10,2022-01-11T07:13:07,2022-01-11T18:16:10,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-12,26,3.1,12.5,26,1.7,12.2,3.2,58.4,0,0,0,,0,0,21.2,22.3,8.5,1023.3,17.9,13.2,219.5,15.8,8,10,2022-01-12T07:13:14,2022-01-12T18:16:49,0.33,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-13,26,2,13.3,26,-0.8,13.1,2,51.1,0,0,0,,0,0,14.4,18.3,359.8,1023,30.4,13,219.6,15.9,8,10,2022-01-13T07:13:20,2022-01-13T18:17:29,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-14,27,2,13.7,26.4,2,13.4,-0.2,47.7,0,0,0,,0,0,21.6,14.9,38.4,1019.2,8,12.5,228.8,16.6,9,10,2022-01-14T07:13:25,2022-01-14T18:18:08,0.39,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-15,22.1,4.1,14.6,22.1,4.1,14.5,4,53.1,0.1,100,4.17,rain,0,0,18,22.2,31.9,1016.6,26,14.5,172.8,12.4,8,10,2022-01-15T07:13:29,2022-01-15T18:18:47,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMTO,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-16,19.9,3.1,11.6,19.9,3.1,11.2,6,71.6,0.3,100,4.17,rain,0,0,18,18.3,48.1,1021.9,65.1,9.8,158.4,11.5,8,10,2022-01-16T07:13:31,2022-01-16T18:19:26,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-17,20.2,2.5,12.7,20.2,2.5,12.6,4.8,64,0.2,100,4.17,rain,0,0,14.4,27.5,75,1022,75.3,11.6,219.7,15.8,8,10,2022-01-17T07:13:32,2022-01-17T18:20:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-18,19.9,2,12.1,19.9,0.5,11.8,2.8,61.1,0,0,0,,0,0,18,14.8,340.2,1020.1,39.2,10.7,222.9,16,9,10,2022-01-18T07:13:32,2022-01-18T18:20:44,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-19,22,2.1,14.7,22,2.1,14.4,2.3,47.9,0.1,100,4.17,rain,0,0,17.3,18.3,58.1,1018.4,45.9,12.8,221.7,15.9,9,10,2022-01-19T07:13:30,2022-01-19T18:21:23,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-20,22.4,9,16.1,22.4,9,16.1,2,41.4,0.1,100,4.17,rain,0,0,17.6,22.3,143.2,1018,71.9,13.9,202,14.5,8,10,2022-01-20T07:13:28,2022-01-20T18:22:01,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-21,23,7,13.9,23,5.7,13.7,5.1,58.6,0.9,100,20.83,rain,0,0,36,22.3,170.9,1019.1,84.9,12.9,156.7,11.3,7,10,2022-01-21T07:13:24,2022-01-21T18:22:39,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-22,20.9,7.1,14.4,20.9,6.3,14.3,4,53.3,0.6,100,8.33,rain,0,0,16.2,11.2,129.5,1020.9,70.5,15,204.8,14.8,9,10,2022-01-22T07:13:18,2022-01-22T18:23:17,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,MMMX,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-23,23.1,1,13.9,23.1,0.9,13.7,4.7,58.5,0,0,0,,0,0,37.1,22.2,119.5,1017.6,35.2,12.3,224.4,16.2,9,10,2022-01-23T07:13:12,2022-01-23T18:23:55,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-24,27,10,15.9,26.6,8.4,15.8,5.1,50.9,0,0,0,rain,0,0,32.8,29.4,171.4,1017.1,67.7,14.7,199,14.3,8,10,2022-01-24T07:13:04,2022-01-24T18:24:32,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-25,23,4,13.9,23,4,13.8,3.6,54.1,0,0,0,,0,0,29.5,22.3,230.3,1017.9,37.1,15.9,239.6,17.9,9,10,2022-01-25T07:12:54,2022-01-25T18:25:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-26,23.5,3,15.6,23.5,1.6,15.4,4,49.4,0,0,0,,0,0,18,25.8,128.3,1018.3,22,13.5,224.4,16.9,9,10,2022-01-26T07:12:44,2022-01-26T18:25:46,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-27,23,3,14.3,23,1.7,14.2,4.2,56.2,0,0,0,,0,0,14.4,13,215.3,1017.9,27.9,12.8,227.9,16.5,9,10,2022-01-27T07:12:32,2022-01-27T18:26:23,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-28,22.9,3.1,14.6,22.9,1,14.4,5.1,56.6,0.4,100,4.17,rain,0,0,40.7,29.5,27.4,1020.6,31.7,12.7,233.4,16.6,9,10,2022-01-28T07:12:19,2022-01-28T18:26:59,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-29,22.3,8.1,13.9,22.3,6.2,13.4,4.6,55.1,0.2,100,4.17,rain,0,0,19.1,18.4,78,1022,53.2,14.4,211.6,15.2,9,10,2022-01-29T07:12:05,2022-01-29T18:27:35,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-30,22.3,4,15.4,22.3,3.9,15.3,4.7,54.1,0.003,100,4.17,rain,0,0,18,21.4,85.3,1021,21.2,12.1,238.4,17.1,9,10,2022-01-30T07:11:49,2022-01-30T18:28:10,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-01-31,25,4.1,16.9,25,4.1,16.9,3.4,44.1,0,0,0,rain,0,0,32.4,22.3,249,1015.9,16,17.9,237.8,17.2,9,10,2022-01-31T07:11:33,2022-01-31T18:28:45,0,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-01,24.1,3.1,16.5,24.1,3.1,16.4,2.2,42.2,0,0,0,,0,0,32.4,24.1,192.8,1012.1,10,16.9,243.1,17.4,9,10,2022-02-01T07:11:15,2022-02-01T18:29:19,0.02,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-02,28.1,1.1,15.1,27.2,1.1,15,3.7,51.2,0,0,0,,0,0,28.8,29.3,151.5,1011.4,8.1,14,245.8,17.7,9,10,2022-02-02T07:10:56,2022-02-02T18:29:53,0.05,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-03,29.1,9.9,17.4,27.7,9.9,17.3,4,44.2,0,0,0,,0,0,32.4,15.1,185.7,1014.6,15.8,17.4,245.6,17.6,9,10,2022-02-03T07:10:35,2022-02-03T18:30:27,0.08,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-04,27.1,2,15.9,26.3,-0.2,15.8,3,46.9,0,0,0,,0,0,46.4,27.4,87.5,1018.6,28.8,16.6,243.8,17.5,9,10,2022-02-04T07:10:14,2022-02-04T18:31:00,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-05,26.1,5,13.7,26.1,2.1,13.1,3.8,54.2,0.3,100,8.33,rain,0,0,15.1,22.2,95.3,1022.7,43.4,12.2,222.5,16.1,9,10,2022-02-05T07:09:51,2022-02-05T18:31:32,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-06,26.1,4.1,15.1,26.1,2.2,14.9,4.9,54,0.011,100,4.17,rain,0,0,21.6,18.4,242.9,1017.8,36.8,12.6,231,16.6,9,10,2022-02-06T07:09:28,2022-02-06T18:32:04,0.18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMMX,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-07,23.1,3.1,14.1,23.1,3.1,14,5.1,57.1,0.1,100,4.17,rain,0,0,39.6,14.4,110.8,1016.7,46.2,11.5,153.7,11,7,10,2022-02-07T07:09:03,2022-02-07T18:32:36,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-08,21.9,4.1,12,21.9,3.2,11.7,4.1,62.3,0.1,100,4.17,rain,0,0,36,18.4,56.4,1019,63,12.8,193.6,14,7,10,2022-02-08T07:08:37,2022-02-08T18:33:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-09,28,1,13.6,26.7,0.5,13.2,3.7,57.9,0,0,0,,0,0,28.8,17.4,183.5,1017.2,34.4,11.7,251.4,18.1,9,10,2022-02-09T07:08:10,2022-02-09T18:33:37,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-10,20.3,-0.9,12,20.3,-3.7,11.6,0.2,48.4,0,0,0,,0,0,32.4,24.1,167.5,1014.7,36.1,14.9,236.8,16.9,9,10,2022-02-10T07:07:41,2022-02-10T18:34:07,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-11,20.9,-0.9,11.8,20.9,-1.8,11.7,-3.9,39.2,0,0,0,,0,0,50.4,25.9,212.7,1016,20.6,16.2,261.2,18.7,10,10,2022-02-11T07:07:12,2022-02-11T18:34:37,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-12,20,4.1,14.7,20,4.1,14.7,-2.5,31.9,0,0,0,,0,0,36,27.4,336.1,1018,87.4,18.9,219,15.7,9,10,2022-02-12T07:06:42,2022-02-12T18:35:06,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,76675099999,MMTO,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-13,27,8.9,13.6,26.3,6.7,13.1,4.1,55,0.6,100,12.5,rain,0,0,29.5,22.1,352.4,1023,83.5,14.5,207.8,14.8,9,10,2022-02-13T07:06:11,2022-02-13T18:35:34,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-14,22.1,3.1,12.7,22.1,1.7,12.4,5.1,61.7,0.6,100,12.5,rain,0,0,14.4,13,61.6,1021.5,68.8,14.1,222,15.9,9,10,2022-02-14T07:05:38,2022-02-14T18:36:02,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMMX,MMTO"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-15,30.1,3.2,14,28.3,2.7,13.7,5.4,62.2,5,100,8.33,rain,0,0,16.9,14.7,357,1022.1,57.2,10.5,182.3,13.2,8,10,2022-02-15T07:05:05,2022-02-15T18:36:30,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-16,31.1,5.1,18.6,29.1,5.1,18.5,4.6,43.9,0,0,0,,0,0,28.8,22,211.3,1017.3,35.2,15,259.7,18.6,10,10,2022-02-16T07:04:31,2022-02-16T18:36:57,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-17,26.5,2,16.4,26.5,0.5,16.4,1.5,41.7,0,0,0,,0,0,25.2,13.3,347.5,1017.5,9.9,12.9,265.2,19.1,10,10,2022-02-17T07:03:56,2022-02-17T18:37:23,0.54,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-18,31.9,2,17.8,29.8,0.5,17.5,2.4,40,0,0,0,,0,0,16.2,18.3,70.2,1018.2,7,15.3,261.3,18.7,10,10,2022-02-18T07:03:20,2022-02-18T18:37:49,0.57,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-19,26,5,16.3,26,5,16.2,4,49.3,0,0,0,rain,0,0,18,16.6,57.3,1020.1,13.3,10.1,261,18.6,10,10,2022-02-19T07:02:43,2022-02-19T18:38:14,0.61,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-20,28,4.1,15.6,26.9,1.7,15.2,5,53.6,0,0,0,,0,0,18,17.5,94.5,1022,11,12.2,264.5,18.9,10,10,2022-02-20T07:02:06,2022-02-20T18:38:39,0.64,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-21,26.1,6.1,17.5,26.1,6.1,17.5,2.3,41.5,0,0,0,,0,0,32.4,20.5,175.3,1018.2,10.4,13.4,265,19,10,10,2022-02-21T07:01:27,2022-02-21T18:39:04,0.68,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-22,27,3.1,17.4,26.1,3.1,17.3,0.5,35.2,0.045,100,4.17,rain,0,0,28.8,33.1,37.8,1018,15,13.6,267.8,19.3,10,10,2022-02-22T07:00:48,2022-02-22T18:39:28,0.72,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-23,31.9,6.1,18.9,29.9,6.1,18.7,2,38,0,0,0,,0,0,21.6,18.4,78.6,1016,7.6,12.1,275.3,19.9,10,10,2022-02-23T07:00:08,2022-02-23T18:39:51,0.75,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-24,29,4.5,16.7,27.9,4,16.5,0.5,37.7,0,0,0,,0,0,25.2,20.1,138.9,1018.1,15.9,12.6,278.1,20,10,10,2022-02-24T06:59:27,2022-02-24T18:40:14,0.79,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-25,25.3,6,17.3,25.3,5,17.3,2.6,40.7,0,0,0,rain,0,0,28.8,24.1,72.1,1017.5,15.2,9.3,271.1,19.4,10,10,2022-02-25T06:58:45,2022-02-25T18:40:37,0.82,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-26,25,6.1,17,25,6.1,16.8,4.3,49.3,0,0,0,rain,0,0,18,18.3,13.3,1020.2,19.1,12.4,270.3,19.4,10,10,2022-02-26T06:58:03,2022-02-26T18:40:59,0.86,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-27,25.9,7,17,25.9,7,16.9,-2.2,33.3,0,0,0,,0,0,20.9,24.1,7,1020.3,2.1,15.6,280.4,20.1,10,10,2022-02-27T06:57:20,2022-02-27T18:41:21,0.89,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-02-28,24.1,4.1,15,24.1,2.3,14.6,-4,38.2,0,0,0,,0,0,20.2,23.8,29.2,1020.4,4.1,13,290.5,20.9,10,10,2022-02-28T06:56:36,2022-02-28T18:41:42,0.93,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-03-01,24.1,3.1,15.4,24.1,1.7,15.1,-4,33.3,0,0,0,,0,0,21.6,20.2,18.1,1018.5,0.5,13.9,288.5,20.8,10,10,2022-03-01T06:55:52,2022-03-01T18:42:03,0.96,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-03-02,29,0.8,16.3,27.5,0.8,16.2,-1,33.8,0,0,0,,0,0,28.8,29.5,74.1,1017.8,0,13.8,292.2,21,10,10,2022-03-02T06:55:07,2022-03-02T18:42:24,0,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMTO,76675099999,MMMX"
"Ciudad de M̩xico, CDMX, M̩xico",2022-03-03,26.1,9,16.9,26.1,7.6,16.8,0.7,37.9,0,0,0,,0,0,21.6,14.8,103.9,1019,13,11,285,20.4,10,10,2022-03-03T06:54:22,2022-03-03T18:42:44,0.03,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
"Ciudad de M̩xico, CDMX, M̩xico",2022-03-04,32.1,6.1,17.9,30.1,6.1,17.8,2.9,40.2,0,0,0,,0,0,25.2,22.2,107.1,1017,13.2,14.1,285.1,20.4,10,10,2022-03-04T06:53:36,2022-03-04T18:43:04,0.06,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
